//FromVersion	ToVersion	MapNumber	GroupID	GroupValue	EndofFile
0.0	0.0	1.1.1.100.100.100.100.350.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.350.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.360.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.360.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.400.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.400.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.600.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.600.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.601.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.601.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.610.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.610.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.611.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.611.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.660.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.660.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.700.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.100.700.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.100.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.200.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.220.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.300.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.320.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.350.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.360.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.400.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.600.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.601.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.610.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.611.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.660.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.150.700.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.100.200.100.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.100.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.200.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.200.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.220.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.220.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.300.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.300.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.320.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.320.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.350.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.350.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.360.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.360.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.400.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.400.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.600.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.600.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.601.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.601.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.610.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.610.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.611.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.611.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.660.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.660.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.700.00000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.200.700.01000.000	2	4611	
0.0	0.0	1.1.1.100.100.100.250.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.250.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.300.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.350.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.400.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.450.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.500.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.800.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.850.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.100.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.100.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.200.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.200.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.220.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.220.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.300.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.300.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.320.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.320.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.350.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.350.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.360.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.360.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.400.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.400.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.600.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.600.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.601.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.601.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.610.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.610.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.611.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.611.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.660.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.660.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.700.00000.000	2	4632	
0.0	0.0	1.1.1.100.100.100.900.700.01000.000	2	4632	
0.0	0.0	1.1.1.100.100.150.050.100.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.100.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.300.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.300.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.320.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.320.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.350.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.350.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.360.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.360.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.400.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.400.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.620.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.620.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.621.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.621.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.630.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.630.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.631.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.631.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.660.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.660.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.700.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.050.700.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.100.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.100.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.300.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.300.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.320.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.320.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.350.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.350.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.360.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.360.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.400.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.400.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.500.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.500.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.620.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.620.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.621.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.621.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.630.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.630.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.631.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.631.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.660.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.660.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.700.00000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.100.700.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.100.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.300.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.320.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.350.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.360.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.400.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.500.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.620.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.621.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.630.01000.000	2	4609	
0.0	0.0	1.1.1.100.100.150.150.631.01000.000	2	4609	
